in,ratio_in,datetime,year,month,time,out,ratio_out,in_CMR,ratio_in_CMR,in_HH,ratio_in_HH,Net_in_out,is_valid_datetime
22450,0.03763,2021-12-12,2021,12,0,37264,0.05882,21943,0.03329,29669,0.04382,-14814,True
25620,0.04295,2021-12-13,2021,12,0,41098,0.06487,27465,0.04167,36421,0.05379,-15478,True
29789,0.04994,2021-12-14,2021,12,0,39671,0.06262,33768,0.05123,44994,0.06645,-9882,True
38108,0.06388,2021-12-15,2021,12,0,42682,0.06737,39039,0.05923,55036,0.08128,-4574,True
47717,0.07999,2021-12-16,2021,12,0,42779,0.06753,50018,0.07589,73896,0.10913,4938,True
67992,0.11398,2021-12-17,2021,12,0,45821,0.07233,82791,0.12561,95163,0.14054,22171,True
115898,0.19428,2021-12-18,2021,12,0,42581,0.06721,137545,0.20868,123625,0.18257,73317,True
61903,0.10377,2021-12-19,2021,12,0,24068,0.03799,62825,0.09532,55375,0.08178,37835,True
59795,0.10023,2021-12-20,2021,12,0,11319,0.01787,46359,0.07033,56628,0.08363,48476,True
52873,0.08863,2021-12-21,2021,12,0,9450,0.01492,49777,0.07552,31281,0.0462,43423,True
22697,0.03805,2021-12-22,2021,12,0,4642,0.00733,26339,0.03996,13948,0.0206,18055,True
5410,0.00907,2021-12-23,2021,12,0,1903,0.003,9869,0.01497,3411,0.00504,3507,True
7,1e-05,1900-01-01,1900,1,0,173,0.00027,9,1e-05,6,1e-05,-166,True
0,0.0,2021-12-01,2021,12,0,0,0.0,0,0.0,1,0.0,0,True
0,0.0,2021-12-02,2021,12,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2021-12-03,2021,12,0,0,0.0,0,0.0,0,0.0,0,True
19,4e-05,2021-11-04,2021,11,0,2,0.0,71,0.0001,28,5e-05,17,True
698,0.00137,2021-11-05,2021,11,0,818,0.00151,2964,0.00429,1812,0.00292,-120,True
2279,0.00446,2021-11-06,2021,11,0,12891,0.02381,4024,0.00582,2857,0.0046,-10612,True
4036,0.0079,2021-11-07,2021,11,0,38760,0.07159,8304,0.01202,4531,0.0073,-34724,True
6188,0.01211,2021-11-08,2021,11,0,105866,0.19555,12686,0.01836,7747,0.01247,-99678,True
7228,0.01414,2021-11-09,2021,11,0,65491,0.12097,13190,0.01909,8298,0.01336,-58263,True
8962,0.01753,2021-11-10,2021,11,0,37856,0.06992,13880,0.02009,12314,0.01983,-28894,True
14792,0.02894,2021-11-11,2021,11,0,37465,0.0692,19675,0.02848,21921,0.03529,-22673,True
19494,0.03813,2021-11-12,2021,11,0,36827,0.06802,22727,0.03289,30438,0.04901,-17333,True
24780,0.04848,2021-11-13,2021,11,0,35693,0.06593,28661,0.04148,38288,0.06164,-10913,True
28483,0.05572,2021-11-14,2021,11,0,31221,0.05767,35427,0.05127,45751,0.07366,-2738,True
38447,0.07521,2021-11-15,2021,11,0,30321,0.05601,41465,0.06001,57040,0.09184,8126,True
45498,0.089,2021-11-16,2021,11,0,25824,0.0477,52391,0.07583,70877,0.11411,19674,True
63200,0.12363,2021-11-17,2021,11,0,26339,0.04865,86244,0.12482,90823,0.14623,36861,True
105206,0.20581,2021-11-18,2021,11,0,24891,0.04598,142714,0.20656,113696,0.18305,80315,True
46007,0.09,2021-11-19,2021,11,0,13278,0.02453,64904,0.09394,41866,0.06741,32729,True
39578,0.07742,2021-11-20,2021,11,0,6845,0.01264,45321,0.06559,39932,0.06429,32733,True
32332,0.06325,2021-11-21,2021,11,0,4960,0.00916,44942,0.06505,18790,0.03025,27372,True
19162,0.03749,2021-11-22,2021,11,0,3635,0.00671,36601,0.05297,10777,0.01735,15527,True
4788,0.00937,2021-11-23,2021,11,0,2073,0.00383,14713,0.02129,3312,0.00533,2715,True
9,2e-05,1900-01-01,1900,1,0,326,0.0006,17,2e-05,7,1e-05,-317,True
1,0.0,2021-11-01,2021,11,0,2,0.0,2,0.0,1,0.0,-1,True
1,0.0,2021-11-02,2021,11,0,0,0.0,0,0.0,0,0.0,1,True
0,0.0,2021-11-03,2021,11,0,0,0.0,0,0.0,0,0.0,0,True
15,3e-05,2021-10-04,2021,10,0,0,0.0,48,8e-05,28,5e-05,15,True
646,0.00141,2021-10-05,2021,10,0,753,0.00156,2446,0.00393,1678,0.00283,-107,True
2169,0.00473,2021-10-06,2021,10,0,12233,0.02528,3726,0.00598,2926,0.00493,-10064,True
3468,0.00756,2021-10-07,2021,10,0,35591,0.07355,7568,0.01215,4580,0.00771,-32123,True
5339,0.01165,2021-10-08,2021,10,0,90994,0.18804,11055,0.01775,7099,0.01196,-85655,True
6639,0.01448,2021-10-09,2021,10,0,53416,0.11038,12224,0.01963,8150,0.01373,-46777,True
7937,0.01731,2021-10-10,2021,10,0,34665,0.07163,13164,0.02114,12611,0.02124,-26728,True
13451,0.02934,2021-10-11,2021,10,0,34866,0.07205,17759,0.02851,21862,0.03682,-21415,True
18990,0.04142,2021-10-12,2021,10,0,35825,0.07403,21024,0.03376,31240,0.05261,-16835,True
22935,0.05002,2021-10-13,2021,10,0,33814,0.06988,27037,0.04341,38782,0.06532,-10879,True
27372,0.0597,2021-10-14,2021,10,0,30769,0.06358,33396,0.05362,48468,0.08163,-3397,True
34159,0.07451,2021-10-15,2021,10,0,28262,0.0584,38241,0.0614,58523,0.09856,5897,True
43378,0.09461,2021-10-16,2021,10,0,24095,0.04979,47066,0.07557,72748,0.12252,19283,True
56771,0.12383,2021-10-17,2021,10,0,22844,0.04721,77647,0.12467,84013,0.14149,33927,True
92057,0.20079,2021-10-18,2021,10,0,19904,0.04113,126807,0.2036,97239,0.16377,72153,True
42134,0.0919,2021-10-19,2021,10,0,10911,0.02255,59248,0.09513,37450,0.06307,31223,True
34377,0.07498,2021-10-20,2021,10,0,5344,0.01104,40712,0.06537,37645,0.0634,29033,True
28846,0.06292,2021-10-21,2021,10,0,4161,0.0086,43505,0.06985,16458,0.02772,24685,True
15864,0.0346,2021-10-22,2021,10,0,3848,0.00795,34571,0.05551,10369,0.01746,12016,True
1923,0.00419,2021-10-23,2021,10,0,1465,0.00303,5585,0.00897,1894,0.00319,458,True
2,0.0,1900-01-01,1900,1,0,154,0.00032,3,0.0,2,0.0,-152,True
1,0.0,2021-10-01,2021,10,0,0,0.0,1,0.0,0,0.0,1,True
0,0.0,2021-10-02,2021,10,0,1,0.0,0,0.0,0,0.0,-1,True
0,0.0,2021-10-03,2021,10,0,0,0.0,0,0.0,0,0.0,0,True
11,3e-05,2021-09-04,2021,9,0,2,0.0,36,6e-05,14,3e-05,9,True
592,0.00146,2021-09-05,2021,9,0,696,0.00165,2155,0.00386,1528,0.00295,-104,True
1909,0.0047,2021-09-06,2021,9,0,11631,0.0275,3527,0.00632,2732,0.00528,-9722,True
3320,0.00818,2021-09-07,2021,9,0,34850,0.08239,7221,0.01295,3985,0.00769,-31530,True
4839,0.01192,2021-09-08,2021,9,0,87173,0.20609,10117,0.01814,6552,0.01265,-82334,True
5803,0.01429,2021-09-09,2021,9,0,48056,0.11361,11275,0.02022,7508,0.0145,-42253,True
7228,0.0178,2021-09-10,2021,9,0,28994,0.06854,12021,0.02155,11633,0.02246,-21766,True
11552,0.02845,2021-09-11,2021,9,0,28007,0.06621,16111,0.02889,19723,0.03808,-16455,True
15751,0.03879,2021-09-12,2021,9,0,28897,0.06832,18580,0.03332,26745,0.05164,-13146,True
19326,0.04759,2021-09-13,2021,9,0,28100,0.06643,23601,0.04232,31508,0.06084,-8774,True
22958,0.05653,2021-09-14,2021,9,0,24086,0.05694,28943,0.0519,38820,0.07496,-1128,True
29674,0.07307,2021-09-15,2021,9,0,23479,0.05551,33714,0.06045,47022,0.09079,6195,True
37524,0.0924,2021-09-16,2021,9,0,20517,0.0485,42513,0.07623,59873,0.11561,17007,True
50043,0.12323,2021-09-17,2021,9,0,19205,0.0454,70896,0.12712,72872,0.14071,30838,True
86456,0.21289,2021-09-18,2021,9,0,17657,0.04174,121491,0.21785,92105,0.17784,68799,True
38929,0.09586,2021-09-19,2021,9,0,9755,0.02306,55466,0.09946,36254,0.07,29174,True
31330,0.07715,2021-09-20,2021,9,0,4564,0.01079,36527,0.0655,35605,0.06875,26766,True
25335,0.06239,2021-09-21,2021,9,0,3583,0.00847,35542,0.06373,14134,0.02729,21752,True
11875,0.02924,2021-09-22,2021,9,0,2605,0.00616,23496,0.04213,7721,0.01491,9270,True
1641,0.00404,2021-09-23,2021,9,0,1037,0.00245,4460,0.008,1561,0.00301,604,True
6,1e-05,1900-01-01,1900,1,0,97,0.00023,1,0.0,2,0.0,-91,True
1,0.0,2021-09-01,2021,9,0,2,0.0,0,0.0,0,0.0,-1,True
1,0.0,2021-09-02,2021,9,0,2,0.0,0,0.0,0,0.0,-1,True
0,0.0,2021-09-03,2021,9,0,0,0.0,0,0.0,0,0.0,0,True
10,3e-05,2021-08-04,2021,8,0,0,0.0,38,7e-05,23,5e-05,10,True
757,0.00197,2021-08-05,2021,8,0,730,0.00183,2311,0.00418,1421,0.00283,27,True
1944,0.00507,2021-08-06,2021,8,0,11836,0.02967,3548,0.00642,2756,0.00548,-9892,True
3392,0.00884,2021-08-07,2021,8,0,33934,0.08506,7185,0.013,3858,0.00768,-30542,True
4791,0.01249,2021-08-08,2021,8,0,90174,0.22605,10773,0.01949,6611,0.01316,-85383,True
6013,0.01568,2021-08-09,2021,8,0,48658,0.12197,11549,0.02089,7750,0.01542,-42645,True
7257,0.01892,2021-08-10,2021,8,0,28220,0.07074,11917,0.02156,11578,0.02304,-20963,True
11300,0.02946,2021-08-11,2021,8,0,25835,0.06476,15871,0.02871,19102,0.03801,-14535,True
14830,0.03866,2021-08-12,2021,8,0,24855,0.06231,18528,0.03352,26251,0.05224,-10025,True
17946,0.04679,2021-08-13,2021,8,0,24756,0.06206,22699,0.04107,29506,0.05872,-6810,True
20880,0.05444,2021-08-14,2021,8,0,21644,0.05426,27652,0.05003,35096,0.06984,-764,True
25422,0.06628,2021-08-15,2021,8,0,20005,0.05015,31788,0.05751,41422,0.08243,5417,True
32154,0.08383,2021-08-16,2021,8,0,17372,0.04355,40678,0.0736,54211,0.10788,14782,True
48464,0.12635,2021-08-17,2021,8,0,16037,0.0402,72662,0.13146,73612,0.14649,32427,True
89274,0.23275,2021-08-18,2021,8,0,15109,0.03787,128865,0.23314,96702,0.19244,74165,True
36417,0.09494,2021-08-19,2021,8,0,8658,0.0217,55734,0.10083,36037,0.07171,27759,True
29410,0.07668,2021-08-20,2021,8,0,4446,0.01115,36784,0.06655,35739,0.07112,24964,True
22732,0.05927,2021-08-21,2021,8,0,3392,0.0085,32730,0.05922,13319,0.0265,19340,True
9361,0.02441,2021-08-22,2021,8,0,2311,0.00579,17690,0.03201,6111,0.01216,7050,True
1206,0.00314,2021-08-23,2021,8,0,860,0.00216,3723,0.00674,1411,0.00281,346,True
1,0.0,1900-01-01,1900,1,0,88,0.00022,1,0.0,0,0.0,-87,True
0,0.0,2021-08-01,2021,8,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2021-08-02,2021,8,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2021-08-03,2021,8,0,0,0.0,0,0.0,0,0.0,0,True
10,3e-05,2021-07-04,2021,7,0,0,0.0,50,8e-05,31,6e-05,10,True
740,0.00186,2021-07-05,2021,7,0,770,0.00186,2706,0.0046,1508,0.00276,-30,True
2025,0.00508,2021-07-06,2021,7,0,12365,0.02982,3872,0.00658,2960,0.00541,-10340,True
3517,0.00882,2021-07-07,2021,7,0,37818,0.09122,8043,0.01367,4313,0.00788,-34301,True
4741,0.01189,2021-07-08,2021,7,0,98020,0.23643,11481,0.01951,7232,0.01322,-93279,True
6325,0.01587,2021-07-09,2021,7,0,52727,0.12718,12189,0.02071,8281,0.01514,-46402,True
7806,0.01958,2021-07-10,2021,7,0,29188,0.0704,12541,0.02131,13035,0.02383,-21382,True
11748,0.02947,2021-07-11,2021,7,0,25592,0.06173,15916,0.02704,20896,0.0382,-13844,True
15395,0.03862,2021-07-12,2021,7,0,23060,0.05562,18592,0.03159,27281,0.04987,-7665,True
18344,0.04602,2021-07-13,2021,7,0,23239,0.05605,22938,0.03898,31766,0.05807,-4895,True
20886,0.0524,2021-07-14,2021,7,0,21612,0.05213,28078,0.04771,37166,0.06795,-726,True
25310,0.0635,2021-07-15,2021,7,0,18745,0.04521,32056,0.05447,44348,0.08108,6565,True
31933,0.08012,2021-07-16,2021,7,0,16702,0.04029,41759,0.07096,62126,0.11358,15231,True
49154,0.12332,2021-07-17,2021,7,0,16541,0.0399,77423,0.13156,82105,0.1501,32613,True
93704,0.2351,2021-07-18,2021,7,0,16596,0.04003,139877,0.23768,104575,0.19118,77108,True
37927,0.09516,2021-07-19,2021,7,0,9640,0.02325,60044,0.10203,38494,0.07037,28287,True
29665,0.07443,2021-07-20,2021,7,0,4629,0.01117,36676,0.06232,36890,0.06744,25036,True
24373,0.06115,2021-07-21,2021,7,0,3501,0.00844,35425,0.06019,14265,0.02608,20872,True
13359,0.03352,2021-07-22,2021,7,0,2745,0.00662,24457,0.04156,8238,0.01506,10614,True
1616,0.00405,2021-07-23,2021,7,0,972,0.00234,4384,0.00745,1482,0.00271,644,True
0,0.0,1900-01-01,1900,1,0,124,0.0003,1,0.0,2,0.0,-124,True
0,0.0,2021-07-01,2021,7,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2021-07-02,2021,7,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2021-07-03,2021,7,0,0,0.0,0,0.0,0,0.0,0,True
10,2e-05,2021-06-04,2021,6,0,0,0.0,54,8e-05,50,8e-05,10,True
611,0.00129,2021-06-05,2021,6,0,850,0.00169,2692,0.0041,1721,0.00276,-239,True
2136,0.0045,2021-06-06,2021,6,0,13660,0.02721,3982,0.00606,2928,0.0047,-11524,True
3784,0.00797,2021-06-07,2021,6,0,44464,0.08858,8475,0.01291,4582,0.00735,-40680,True
5465,0.01151,2021-06-08,2021,6,0,106323,0.21181,12093,0.01841,7339,0.01177,-100858,True
6696,0.0141,2021-06-09,2021,6,0,60066,0.11966,13091,0.01993,8528,0.01368,-53370,True
8141,0.01714,2021-06-10,2021,6,0,35117,0.06996,13463,0.0205,13513,0.02167,-26976,True
13367,0.02814,2021-06-11,2021,6,0,33268,0.06627,17229,0.02623,23179,0.03718,-19901,True
17826,0.03753,2021-06-12,2021,6,0,32845,0.06543,21943,0.03341,32393,0.05196,-15019,True
22502,0.04738,2021-06-13,2021,6,0,31778,0.06331,26722,0.04069,39481,0.06332,-9276,True
27275,0.05743,2021-06-14,2021,6,0,27085,0.05396,31475,0.04793,46310,0.07428,190,True
32919,0.06931,2021-06-15,2021,6,0,24883,0.04957,35530,0.0541,54462,0.08735,8036,True
41772,0.08795,2021-06-16,2021,6,0,21967,0.04376,45419,0.06916,69260,0.11109,19805,True
57022,0.12006,2021-06-17,2021,6,0,21646,0.04312,81876,0.12467,90197,0.14467,35376,True
102798,0.21645,2021-06-18,2021,6,0,21727,0.04328,144563,0.22013,114170,0.18312,81071,True
44860,0.09445,2021-06-19,2021,6,0,11735,0.02338,63583,0.09682,42966,0.06891,33125,True
35904,0.0756,2021-06-20,2021,6,0,5440,0.01084,42031,0.064,39287,0.06301,30464,True
31474,0.06627,2021-06-21,2021,6,0,4132,0.00823,47269,0.07198,18989,0.03046,27342,True
18227,0.03838,2021-06-22,2021,6,0,3421,0.00681,38780,0.05905,12108,0.01942,14806,True
2144,0.00451,2021-06-23,2021,6,0,1403,0.00279,6445,0.00981,2002,0.00321,741,True
1,0.0,1900-01-01,1900,1,0,169,0.00034,4,1e-05,2,0.0,-168,True
2,0.0,2021-06-01,2021,6,0,3,1e-05,0,0.0,1,0.0,-1,True
0,0.0,2021-06-02,2021,6,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2021-06-03,2021,6,0,0,0.0,0,0.0,0,0.0,0,True
12,3e-05,2021-05-04,2021,5,0,0,0.0,40,6e-05,37,6e-05,12,True
639,0.00145,2021-05-05,2021,5,0,770,0.00166,2638,0.00425,1692,0.00283,-131,True
2070,0.00469,2021-05-06,2021,5,0,12242,0.02645,3905,0.00629,2998,0.00502,-10172,True
3379,0.00765,2021-05-07,2021,5,0,36312,0.07845,7708,0.01241,4531,0.00759,-32933,True
4968,0.01125,2021-05-08,2021,5,0,91706,0.19813,11052,0.01779,7082,0.01186,-86738,True
6180,0.01399,2021-05-09,2021,5,0,55005,0.11884,12213,0.01966,8387,0.01404,-48825,True
7789,0.01764,2021-05-10,2021,5,0,32816,0.0709,12755,0.02053,12663,0.0212,-25027,True
12798,0.02898,2021-05-11,2021,5,0,31780,0.06866,16746,0.02696,22068,0.03695,-18982,True
17030,0.03856,2021-05-12,2021,5,0,32006,0.06915,21235,0.03419,30434,0.05096,-14976,True
21286,0.0482,2021-05-13,2021,5,0,31618,0.06831,25215,0.04059,38258,0.06406,-10332,True
25493,0.05772,2021-05-14,2021,5,0,27427,0.05926,31339,0.05045,46376,0.07765,-1934,True
31939,0.07232,2021-05-15,2021,5,0,25430,0.05494,35414,0.05701,53847,0.09016,6509,True
39172,0.0887,2021-05-16,2021,5,0,21719,0.04692,44406,0.07149,67026,0.11223,17453,True
52556,0.119,2021-05-17,2021,5,0,20121,0.04347,74911,0.1206,84034,0.1407,32435,True
91698,0.20764,2021-05-18,2021,5,0,19118,0.0413,126842,0.2042,104619,0.17517,72580,True
42157,0.09546,2021-05-19,2021,5,0,10965,0.02369,60013,0.09661,41151,0.0689,31192,True
34715,0.07861,2021-05-20,2021,5,0,5242,0.01133,42090,0.06776,39254,0.06573,29473,True
29599,0.06702,2021-05-21,2021,5,0,4001,0.00864,47228,0.07603,18771,0.03143,25598,True
16223,0.03673,2021-05-22,2021,5,0,3228,0.00697,39202,0.06311,11947,0.02,12995,True
1923,0.00435,2021-05-23,2021,5,0,1224,0.00264,6208,0.00999,2070,0.00347,699,True
2,0.0,1900-01-01,1900,1,0,126,0.00027,6,1e-05,0,0.0,-124,True
1,0.0,2021-05-01,2021,5,0,0,0.0,0,0.0,0,0.0,1,True
0,0.0,2021-05-02,2021,5,0,0,0.0,0,0.0,1,0.0,0,True
0,0.0,2021-05-03,2021,5,0,0,0.0,0,0.0,0,0.0,0,True
23,5e-05,2021-04-04,2021,4,0,0,0.0,44,7e-05,44,7e-05,23,True
615,0.00134,2021-04-05,2021,4,0,871,0.00182,2509,0.00381,1675,0.00271,-256,True
1965,0.00429,2021-04-06,2021,4,0,12698,0.02652,3811,0.00578,3040,0.00491,-10733,True
3406,0.00743,2021-04-07,2021,4,0,42536,0.08884,8454,0.01282,4669,0.00755,-39130,True
5085,0.0111,2021-04-08,2021,4,0,104940,0.21918,11664,0.01769,7318,0.01183,-99855,True
6262,0.01366,2021-04-09,2021,4,0,58007,0.12116,12206,0.01851,8291,0.0134,-51745,True
7745,0.0169,2021-04-10,2021,4,0,33406,0.06977,12862,0.01951,12753,0.02061,-25661,True
12004,0.02619,2021-04-11,2021,4,0,31306,0.06539,16695,0.02532,21767,0.03518,-19302,True
16586,0.03619,2021-04-12,2021,4,0,30819,0.06437,21260,0.03224,30331,0.04902,-14233,True
20577,0.0449,2021-04-13,2021,4,0,29397,0.0614,25175,0.03818,36844,0.05955,-8820,True
25072,0.05471,2021-04-14,2021,4,0,26104,0.05452,31982,0.04851,44768,0.07236,-1032,True
32253,0.07038,2021-04-15,2021,4,0,23893,0.0499,36462,0.0553,53262,0.08609,8360,True
40442,0.08825,2021-04-16,2021,4,0,20731,0.0433,46156,0.07,67579,0.10923,19711,True
55264,0.12059,2021-04-17,2021,4,0,20245,0.04228,82798,0.12558,89893,0.14529,35019,True
101761,0.22205,2021-04-18,2021,4,0,19897,0.04156,144571,0.21927,117077,0.18923,81864,True
44835,0.09783,2021-04-19,2021,4,0,11036,0.02305,66576,0.10097,44231,0.07149,33799,True
35465,0.07739,2021-04-20,2021,4,0,4833,0.01009,43912,0.0666,40414,0.06532,30632,True
30254,0.06602,2021-04-21,2021,4,0,3676,0.00768,47916,0.07267,19591,0.03166,26578,True
16917,0.03691,2021-04-22,2021,4,0,3055,0.00638,38101,0.05779,13030,0.02106,13862,True
1755,0.00383,2021-04-23,2021,4,0,1192,0.00249,6170,0.00936,2121,0.00343,563,True
1,0.0,1900-01-01,1900,1,0,138,0.00029,8,1e-05,0,0.0,-137,True
1,0.0,2021-04-01,2021,4,0,0,0.0,0,0.0,1,0.0,1,True
0,0.0,2021-04-02,2021,4,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2021-04-03,2021,4,0,0,0.0,0,0.0,0,0.0,0,True
40,9e-05,2021-03-04,2021,3,0,0,0.0,40,6e-05,44,7e-05,40,True
603,0.00134,2021-03-05,2021,3,0,996,0.00213,2505,0.00376,1648,0.00263,-393,True
1850,0.00411,2021-03-06,2021,3,0,12103,0.02584,3800,0.0057,2853,0.00455,-10253,True
3412,0.00758,2021-03-07,2021,3,0,42316,0.09035,8302,0.01245,4860,0.00775,-38904,True
5167,0.01148,2021-03-08,2021,3,0,103932,0.22191,11888,0.01783,7291,0.01162,-98765,True
6123,0.01361,2021-03-09,2021,3,0,57373,0.1225,12147,0.01822,8135,0.01297,-51250,True
7255,0.01612,2021-03-10,2021,3,0,32071,0.06848,12921,0.01938,12526,0.01997,-24816,True
11396,0.02532,2021-03-11,2021,3,0,29489,0.06296,16815,0.02522,21578,0.0344,-18093,True
15969,0.03548,2021-03-12,2021,3,0,29072,0.06207,20759,0.03114,30385,0.04844,-13103,True
19157,0.04257,2021-03-13,2021,3,0,28253,0.06032,25334,0.038,37768,0.06021,-9096,True
23547,0.05232,2021-03-14,2021,3,0,26207,0.05596,31477,0.04722,46368,0.07392,-2660,True
31267,0.06948,2021-03-15,2021,3,0,23542,0.05027,36114,0.05417,54346,0.08664,7725,True
40512,0.09002,2021-03-16,2021,3,0,20043,0.0428,46526,0.06979,70540,0.11246,20469,True
54576,0.12127,2021-03-17,2021,3,0,20630,0.04405,79468,0.1192,90657,0.14453,33946,True
99723,0.22159,2021-03-18,2021,3,0,19135,0.04086,145302,0.21795,115224,0.18369,80588,True
44995,0.09998,2021-03-19,2021,3,0,10535,0.02249,69762,0.10464,45899,0.07317,34460,True
35574,0.07905,2021-03-20,2021,3,0,4765,0.01017,45600,0.0684,41195,0.06567,30809,True
30966,0.06881,2021-03-21,2021,3,0,3641,0.00777,50533,0.0758,20299,0.03236,27325,True
16147,0.03588,2021-03-22,2021,3,0,2940,0.00628,41037,0.06156,13414,0.02139,13207,True
1749,0.00389,2021-03-23,2021,3,0,1156,0.00247,6327,0.00949,2228,0.00355,593,True
2,0.0,1900-01-01,1900,1,0,150,0.00032,6,1e-05,0,0.0,-148,True
1,0.0,2021-03-01,2021,3,0,0,0.0,0,0.0,2,0.0,1,True
0,0.0,2021-03-02,2021,3,0,0,0.0,1,0.0,0,0.0,0,True
0,0.0,2021-03-03,2021,3,0,0,0.0,0,0.0,0,0.0,0,True
23,6e-05,2021-02-04,2021,2,0,0,0.0,33,6e-05,26,5e-05,23,True
530,0.00145,2021-02-05,2021,2,0,844,0.00221,1947,0.00373,1178,0.00249,-314,True
1444,0.00395,2021-02-06,2021,2,0,9044,0.02371,3075,0.0059,2199,0.00465,-7600,True
2394,0.00655,2021-02-07,2021,2,0,28049,0.07353,5802,0.01113,3517,0.00743,-25655,True
4144,0.01134,2021-02-08,2021,2,0,79278,0.20783,9469,0.01816,5859,0.01238,-75134,True
5015,0.01373,2021-02-09,2021,2,0,44936,0.1178,9870,0.01893,6192,0.01308,-39921,True
6142,0.01681,2021-02-10,2021,2,0,25986,0.06812,10097,0.01936,9119,0.01926,-19844,True
9607,0.0263,2021-02-11,2021,2,0,24927,0.06535,13143,0.0252,15618,0.03299,-15320,True
12647,0.03462,2021-02-12,2021,2,0,24010,0.06294,16493,0.03163,21105,0.04458,-11363,True
16068,0.04399,2021-02-13,2021,2,0,25789,0.06761,20162,0.03867,26299,0.05556,-9721,True
20665,0.05657,2021-02-14,2021,2,0,24485,0.06419,26046,0.04995,32675,0.06902,-3820,True
26049,0.07131,2021-02-15,2021,2,0,21337,0.05594,30268,0.05805,40359,0.08526,4712,True
31278,0.08563,2021-02-16,2021,2,0,18932,0.04963,39054,0.0749,54053,0.11418,12346,True
45254,0.12389,2021-02-17,2021,2,0,19596,0.05137,63120,0.12105,67990,0.14363,25658,True
79374,0.21729,2021-02-18,2021,2,0,15330,0.04019,113628,0.21791,88860,0.18771,64044,True
36765,0.10065,2021-02-19,2021,2,0,8480,0.02223,55032,0.10554,37365,0.07893,28285,True
31850,0.08719,2021-02-20,2021,2,0,3956,0.01037,38047,0.07296,35221,0.0744,27894,True
25407,0.06955,2021-02-21,2021,2,0,3471,0.0091,40007,0.07672,16690,0.03526,21936,True
9398,0.02573,2021-02-22,2021,2,0,2087,0.00547,21958,0.04211,7545,0.01594,7311,True
1228,0.00336,2021-02-23,2021,2,0,808,0.00212,4196,0.00805,1507,0.00318,420,True
4,1e-05,1900-01-01,1900,1,0,107,0.00028,0,0.0,4,1e-05,-103,True
1,0.0,2021-02-01,2021,2,0,0,0.0,0,0.0,0,0.0,1,True
0,0.0,2021-02-02,2021,2,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2021-02-03,2021,2,0,0,0.0,0,0.0,0,0.0,0,True
23,7e-05,2021-01-04,2021,1,0,0,0.0,32,6e-05,32,7e-05,23,True
518,0.00148,2021-01-05,2021,1,0,783,0.00218,1973,0.00368,1191,0.00249,-265,True
1532,0.00437,2021-01-06,2021,1,0,9292,0.02582,3229,0.00602,2223,0.00464,-7760,True
2337,0.00667,2021-01-07,2021,1,0,29962,0.08325,5776,0.01076,3537,0.00739,-27625,True
4039,0.01153,2021-01-08,2021,1,0,80203,0.22286,10072,0.01877,5984,0.0125,-76164,True
4724,0.01348,2021-01-09,2021,1,0,48556,0.13492,10193,0.01899,6113,0.01277,-43832,True
5645,0.01611,2021-01-10,2021,1,0,26317,0.07313,10327,0.01924,8622,0.01801,-20672,True
8539,0.02437,2021-01-11,2021,1,0,22674,0.063,12882,0.024,14414,0.03011,-14135,True
11416,0.03258,2021-01-12,2021,1,0,20465,0.05687,15843,0.02952,19490,0.04071,-9049,True
14930,0.0426,2021-01-13,2021,1,0,22005,0.06114,19581,0.03648,24193,0.05053,-7075,True
18795,0.05363,2021-01-14,2021,1,0,20678,0.05746,25005,0.04659,30594,0.0639,-1883,True
24119,0.06882,2021-01-15,2021,1,0,18821,0.0523,30155,0.05618,40044,0.08364,5298,True
30551,0.08718,2021-01-16,2021,1,0,16136,0.04484,38056,0.0709,56018,0.117,14415,True
45391,0.12952,2021-01-17,2021,1,0,14777,0.04106,66897,0.12464,70993,0.14828,30614,True
80072,0.22849,2021-01-18,2021,1,0,12702,0.03529,125592,0.23399,94022,0.19638,67370,True
35733,0.10196,2021-01-19,2021,1,0,7350,0.02042,60003,0.11179,38123,0.07963,28383,True
31659,0.09034,2021-01-20,2021,1,0,3675,0.01021,43514,0.08107,39320,0.08213,27984,True
23063,0.06581,2021-01-21,2021,1,0,3382,0.0094,40558,0.07556,17114,0.03575,19681,True
6124,0.01747,2021-01-22,2021,1,0,1426,0.00396,13482,0.02512,5200,0.01086,4698,True
1234,0.00352,2021-01-23,2021,1,0,584,0.00162,3554,0.00662,1549,0.00324,650,True
1,0.0,1900-01-01,1900,1,0,97,0.00027,4,1e-05,2,0.0,-96,True
0,0.0,2021-01-01,2021,1,0,0,0.0,1,0.0,1,0.0,0,True
1,0.0,2021-01-02,2021,1,0,0,0.0,1,0.0,0,0.0,1,True
0,0.0,2021-01-03,2021,1,0,0,0.0,0,0.0,0,0.0,0,True
22,6e-05,2020-12-04,2020,12,0,1,0.0,43,8e-05,50,0.0001,21,True
